score,iteration,sift_nfeatures,sift_nOctaveLayers,sift_contrastThreshold,sift_edgeThreshold,sift_sigma,min_match_count,good_matches_threshold,mask_scale,ransac
52,625,0,7,0.024242424242424242,9.09090909090909,0.7797979797979798,52,0.7303030303030303,1,5.464646464646465
52,679,0,6,0.041818181818181824,8.0,0.4565656565656566,48,0.6787878787878788,1,3.7676767676767677
51,793,0,6,0.07454545454545454,10.181818181818182,0.4565656565656566,41,0.7454545454545455,1,3.525252525252525
51,602,0,6,0.045454545454545456,10.0,0.4565656565656566,59,0.7666666666666667,1,5.424242424242424
51,436,0,6,0.02,8.969696969696969,0.4484848484848485,43,0.5121212121212121,1,6.151515151515152
51,481,0,3,0.06363636363636364,14.0,1.1757575757575758,52,0.7303030303030303,1,3.8484848484848486
51,585,0,3,0.06848484848484848,9.515151515151516,0.6262626262626263,59,0.7848484848484849,1,5.666666666666667
50,980,0,6,0.05030303030303031,14.0,0.46464646464646464,59,0.6909090909090909,1,3.888888888888889
50,79,0,3,0.03333333333333333,13.393939393939394,1.0868686868686868,53,0.7333333333333334,1,4.292929292929293
50,430,0,5,0.023636363636363636,11.515151515151516,0.42424242424242425,55,0.5696969696969697,1,6.474747474747475
49,717,0,4,0.04727272727272727,9.333333333333334,0.4,53,0.5606060606060607,1,5.424242424242424
49,332,0,7,0.035151515151515156,8.90909090909091,0.5131313131313131,57,0.509090909090909,1,5.626262626262626
48,744,0,7,0.062424242424242424,9.393939393939394,0.5050505050505051,54,0.603030303030303,1,3.888888888888889
48,798,0,7,0.041212121212121214,13.333333333333334,0.5212121212121212,59,0.5121212121212121,1,6.232323232323233
47,223,0,5,0.03636363636363636,9.878787878787879,0.43232323232323233,45,0.6090909090909091,1,6.434343434343434
47,507,0,3,0.06606060606060606,8.606060606060606,1.1353535353535353,59,0.5515151515151515,1,6.6767676767676765
46,618,0,4,0.07393939393939394,11.454545454545455,1.0707070707070707,54,0.5212121212121212,1,5.747474747474747
46,419,0,3,0.07515151515151515,13.636363636363637,1.0222222222222221,53,0.5484848484848485,1,3.0
46,83,0,3,0.05939393939393939,10.363636363636363,1.1434343434343435,53,0.5181818181818182,1,3.808080808080808
46,757,0,5,0.06606060606060606,8.181818181818182,0.43232323232323233,42,0.7030303030303031,1,6.313131313131313
46,652,0,3,0.06363636363636364,8.545454545454545,1.0868686868686868,48,0.5181818181818182,1,6.232323232323233
45,451,0,3,0.07393939393939394,12.848484848484848,1.0303030303030303,56,0.5787878787878789,1,3.4444444444444446
45,532,0,6,0.05393939393939394,8.0,0.8282828282828283,45,0.7424242424242424,1,4.373737373737374
45,342,0,4,0.051515151515151514,8.666666666666666,1.0545454545454547,59,0.5121212121212121,1,4.252525252525253
