index,score,params,iteration
148,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03898989898989899), 'sift_edgeThreshold': np.float64(14.393939393939394), 'sift_sigma': np.float64(0.6181818181818182), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.7303030303030302), 'mask_scale': 1}",148
108,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.046262626262626255), 'sift_edgeThreshold': np.float64(6.414141414141414), 'sift_sigma': np.float64(0.48484848484848486), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.7636363636363637), 'mask_scale': 1}",108
236,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.059191919191919184), 'sift_edgeThreshold': np.float64(10.151515151515152), 'sift_sigma': np.float64(0.5575757575757576), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.7787878787878788), 'mask_scale': 1}",236
113,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04909090909090909), 'sift_edgeThreshold': np.float64(7.828282828282829), 'sift_sigma': np.float64(0.4404040404040404), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.7787878787878788), 'mask_scale': 1}",113
116,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.046262626262626255), 'sift_edgeThreshold': np.float64(12.676767676767676), 'sift_sigma': np.float64(0.4565656565656566), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.796969696969697), 'mask_scale': 1}",116
170,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.026868686868686868), 'sift_edgeThreshold': np.float64(14.494949494949495), 'sift_sigma': np.float64(0.7555555555555555), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.7606060606060606), 'mask_scale': 1}",170
135,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.058383838383838385), 'sift_edgeThreshold': np.float64(7.020202020202021), 'sift_sigma': np.float64(0.4444444444444445), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.806060606060606), 'mask_scale': 1}",135
1,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0503030303030303), 'sift_edgeThreshold': np.float64(8.737373737373737), 'sift_sigma': np.float64(0.42424242424242425), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.8090909090909091), 'mask_scale': 1}",1
124,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03616161616161616), 'sift_edgeThreshold': np.float64(14.595959595959595), 'sift_sigma': np.float64(0.4404040404040404), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.793939393939394), 'mask_scale': 1}",124
156,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0301010101010101), 'sift_edgeThreshold': np.float64(5.505050505050505), 'sift_sigma': np.float64(0.6545454545454545), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.7696969696969698), 'mask_scale': 1}",156
151,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.055151515151515146), 'sift_edgeThreshold': np.float64(14.191919191919192), 'sift_sigma': np.float64(0.5858585858585859), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.8242424242424242), 'mask_scale': 1}",151
136,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.059191919191919184), 'sift_edgeThreshold': np.float64(5.707070707070707), 'sift_sigma': np.float64(0.6303030303030304), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8272727272727273), 'mask_scale': 1}",136
90,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05232323232323231), 'sift_edgeThreshold': np.float64(5.909090909090909), 'sift_sigma': np.float64(0.5777777777777778), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8333333333333334), 'mask_scale': 1}",90
143,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04101010101010101), 'sift_edgeThreshold': np.float64(10.959595959595958), 'sift_sigma': np.float64(0.5050505050505051), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.8212121212121213), 'mask_scale': 1}",143
58,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03414141414141414), 'sift_edgeThreshold': np.float64(5.0), 'sift_sigma': np.float64(0.4565656565656566), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.806060606060606), 'mask_scale': 1}",58
63,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.043838383838383836), 'sift_edgeThreshold': np.float64(12.575757575757574), 'sift_sigma': np.float64(0.42020202020202024), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.8303030303030303), 'mask_scale': 1}",63
67,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.023636363636363636), 'sift_edgeThreshold': np.float64(9.343434343434343), 'sift_sigma': np.float64(0.6181818181818182), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.7454545454545455), 'mask_scale': 1}",67
200,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.043838383838383836), 'sift_edgeThreshold': np.float64(6.919191919191919), 'sift_sigma': np.float64(0.45252525252525255), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",200
69,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.020808080808080807), 'sift_edgeThreshold': np.float64(13.484848484848484), 'sift_sigma': np.float64(0.42424242424242425), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.7181818181818181), 'mask_scale': 1}",69
68,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.057171717171717165), 'sift_edgeThreshold': np.float64(14.292929292929292), 'sift_sigma': np.float64(0.4282828282828283), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.8636363636363636), 'mask_scale': 1}",68
219,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.043838383838383836), 'sift_edgeThreshold': np.float64(11.262626262626263), 'sift_sigma': np.float64(0.6666666666666667), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.7757575757575758), 'mask_scale': 1}",219
77,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03898989898989899), 'sift_edgeThreshold': np.float64(12.474747474747474), 'sift_sigma': np.float64(0.7353535353535354), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.7424242424242424), 'mask_scale': 1}",77
213,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05595959595959596), 'sift_edgeThreshold': np.float64(11.666666666666668), 'sift_sigma': np.float64(0.6424242424242425), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.8), 'mask_scale': 1}",213
80,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.028888888888888888), 'sift_edgeThreshold': np.float64(12.272727272727273), 'sift_sigma': np.float64(0.7474747474747475), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",80
83,50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.047878787878787875), 'sift_edgeThreshold': np.float64(5.808080808080808), 'sift_sigma': np.float64(0.4404040404040404), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",83
66,25,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.06), 'sift_edgeThreshold': np.float64(9.545454545454545), 'sift_sigma': np.float64(0.45252525252525255), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.6666666666666666), 'mask_scale': 1}",66
4,25,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.021212121212121213), 'sift_edgeThreshold': np.float64(12.171717171717171), 'sift_sigma': np.float64(0.5050505050505051), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.6121212121212121), 'mask_scale': 1}",4
60,25,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.048282828282828275), 'sift_edgeThreshold': np.float64(7.727272727272727), 'sift_sigma': np.float64(0.694949494949495), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.6393939393939394), 'mask_scale': 1}",60
17,25,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05959595959595959), 'sift_edgeThreshold': np.float64(5.303030303030303), 'sift_sigma': np.float64(0.5616161616161617), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.6727272727272727), 'mask_scale': 1}",17
19,23,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05959595959595959), 'sift_edgeThreshold': np.float64(7.828282828282829), 'sift_sigma': np.float64(0.5898989898989899), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.7393939393939394), 'mask_scale': 1}",19
13,22,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.051515151515151514), 'sift_edgeThreshold': np.float64(13.88888888888889), 'sift_sigma': np.float64(0.6868686868686869), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.6303030303030303), 'mask_scale': 1}",13
27,21,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.06), 'sift_edgeThreshold': np.float64(14.8989898989899), 'sift_sigma': np.float64(0.7151515151515151), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.6787878787878787), 'mask_scale': 1}",27
22,21,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04222222222222222), 'sift_edgeThreshold': np.float64(12.373737373737374), 'sift_sigma': np.float64(0.602020202020202), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.703030303030303), 'mask_scale': 1}",22
61,21,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.044242424242424236), 'sift_edgeThreshold': np.float64(9.141414141414142), 'sift_sigma': np.float64(0.7838383838383838), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.6606060606060606), 'mask_scale': 1}",61
21,20,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.049898989898989894), 'sift_edgeThreshold': np.float64(8.131313131313131), 'sift_sigma': np.float64(0.6383838383838384), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.7393939393939394), 'mask_scale': 1}",21
10,20,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03898989898989899), 'sift_edgeThreshold': np.float64(11.565656565656566), 'sift_sigma': np.float64(0.6101010101010101), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.6515151515151515), 'mask_scale': 1}",10
7,20,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05393939393939394), 'sift_edgeThreshold': np.float64(14.595959595959595), 'sift_sigma': np.float64(0.5818181818181818), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.7272727272727273), 'mask_scale': 1}",7
23,20,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(8.93939393939394), 'sift_sigma': np.float64(0.7474747474747475), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.7151515151515151), 'mask_scale': 1}",23
34,20,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05555555555555555), 'sift_edgeThreshold': np.float64(8.838383838383837), 'sift_sigma': np.float64(0.5898989898989899), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.7393939393939394), 'mask_scale': 1}",34
16,19,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05111111111111111), 'sift_edgeThreshold': np.float64(11.363636363636363), 'sift_sigma': np.float64(0.6787878787878788), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.7515151515151515), 'mask_scale': 1}",16
3,19,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.043434343434343436), 'sift_edgeThreshold': np.float64(7.3232323232323235), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.6424242424242425), 'mask_scale': 1}",3
8,18,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.023232323232323233), 'sift_edgeThreshold': np.float64(9.747474747474747), 'sift_sigma': np.float64(0.6060606060606061), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.6636363636363636), 'mask_scale': 1}",8
29,18,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03979797979797979), 'sift_edgeThreshold': np.float64(8.434343434343434), 'sift_sigma': np.float64(0.4404040404040404), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7696969696969698), 'mask_scale': 1}",29
56,18,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05232323232323231), 'sift_edgeThreshold': np.float64(6.515151515151516), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.7121212121212122), 'mask_scale': 1}",56
11,17,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.053131313131313126), 'sift_edgeThreshold': np.float64(7.3232323232323235), 'sift_sigma': np.float64(0.5292929292929294), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.7272727272727273), 'mask_scale': 1}",11
9,15,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.025656565656565655), 'sift_edgeThreshold': np.float64(6.515151515151516), 'sift_sigma': np.float64(0.7313131313131314), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.7090909090909091), 'mask_scale': 1}",9
2,14,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.032525252525252527), 'sift_edgeThreshold': np.float64(12.373737373737374), 'sift_sigma': np.float64(0.602020202020202), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.7121212121212122), 'mask_scale': 1}",2
