score,params,iteration
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03777777777777777), 'sift_edgeThreshold': np.float64(7.121212121212121), 'sift_sigma': np.float64(0.5292929292929294), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.6818181818181818), 'mask_scale': 1}",122
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.059191919191919184), 'sift_edgeThreshold': np.float64(5.606060606060606), 'sift_sigma': np.float64(0.6343434343434344), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.6787878787878787), 'mask_scale': 1}",121
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0503030303030303), 'sift_edgeThreshold': np.float64(14.292929292929292), 'sift_sigma': np.float64(0.5656565656565657), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.8909090909090909), 'mask_scale': 1}",188
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03535353535353535), 'sift_edgeThreshold': np.float64(11.262626262626263), 'sift_sigma': np.float64(0.4363636363636364), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.7606060606060606), 'mask_scale': 1}",92
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(12.777777777777779), 'sift_sigma': np.float64(0.4767676767676768), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.8575757575757577), 'mask_scale': 1}",142
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.043434343434343436), 'sift_edgeThreshold': np.float64(14.494949494949495), 'sift_sigma': np.float64(0.48888888888888893), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.693939393939394), 'mask_scale': 1}",141
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(8.030303030303031), 'sift_sigma': np.float64(0.4727272727272728), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.6606060606060606), 'mask_scale': 1}",140
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.034949494949494946), 'sift_edgeThreshold': np.float64(13.383838383838384), 'sift_sigma': np.float64(0.6828282828282828), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.8424242424242424), 'mask_scale': 1}",137
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.06), 'sift_edgeThreshold': np.float64(13.98989898989899), 'sift_sigma': np.float64(0.6222222222222222), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.7575757575757576), 'mask_scale': 1}",87
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.049494949494949494), 'sift_edgeThreshold': np.float64(9.141414141414142), 'sift_sigma': np.float64(0.6868686868686869), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.8878787878787879), 'mask_scale': 1}",86
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.023232323232323233), 'sift_edgeThreshold': np.float64(9.848484848484848), 'sift_sigma': np.float64(0.6343434343434344), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.6333333333333333), 'mask_scale': 1}",85
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03696969696969697), 'sift_edgeThreshold': np.float64(5.909090909090909), 'sift_sigma': np.float64(0.7474747474747475), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.8333333333333334), 'mask_scale': 1}",167
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.032929292929292926), 'sift_edgeThreshold': np.float64(12.070707070707071), 'sift_sigma': np.float64(0.41212121212121217), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.8242424242424242), 'mask_scale': 1}",136
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.057171717171717165), 'sift_edgeThreshold': np.float64(12.272727272727273), 'sift_sigma': np.float64(0.5575757575757576), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8787878787878788), 'mask_scale': 1}",135
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.051515151515151514), 'sift_edgeThreshold': np.float64(8.93939393939394), 'sift_sigma': np.float64(0.7838383838383838), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.7272727272727273), 'mask_scale': 1}",134
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04505050505050505), 'sift_edgeThreshold': np.float64(9.545454545454545), 'sift_sigma': np.float64(0.7515151515151515), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.7090909090909091), 'mask_scale': 1}",132
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.034545454545454546), 'sift_edgeThreshold': np.float64(10.353535353535353), 'sift_sigma': np.float64(0.6828282828282828), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.603030303030303), 'mask_scale': 1}",130
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05757575757575757), 'sift_edgeThreshold': np.float64(10.151515151515152), 'sift_sigma': np.float64(0.6303030303030304), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.603030303030303), 'mask_scale': 1}",129
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.057171717171717165), 'sift_edgeThreshold': np.float64(6.515151515151516), 'sift_sigma': np.float64(0.4282828282828283), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.8818181818181818), 'mask_scale': 1}",144
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04666666666666666), 'sift_edgeThreshold': np.float64(11.06060606060606), 'sift_sigma': np.float64(0.5979797979797981), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.6181818181818182), 'mask_scale': 1}",143
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05797979797979798), 'sift_edgeThreshold': np.float64(11.06060606060606), 'sift_sigma': np.float64(0.795959595959596), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.6787878787878787), 'mask_scale': 1}",66
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.055151515151515146), 'sift_edgeThreshold': np.float64(5.404040404040404), 'sift_sigma': np.float64(0.5737373737373738), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.8636363636363636), 'mask_scale': 1}",84
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.029292929292929294), 'sift_edgeThreshold': np.float64(8.737373737373737), 'sift_sigma': np.float64(0.698989898989899), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.6121212121212121), 'mask_scale': 1}",166
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05676767676767676), 'sift_edgeThreshold': np.float64(8.030303030303031), 'sift_sigma': np.float64(0.5858585858585859), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.8515151515151516), 'mask_scale': 1}",165
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05191919191919192), 'sift_edgeThreshold': np.float64(10.555555555555555), 'sift_sigma': np.float64(0.5898989898989899), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.6363636363636364), 'mask_scale': 1}",164
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.03616161616161616), 'sift_edgeThreshold': np.float64(8.535353535353536), 'sift_sigma': np.float64(0.48484848484848486), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.6666666666666666), 'mask_scale': 1}",163
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02404040404040404), 'sift_edgeThreshold': np.float64(14.494949494949495), 'sift_sigma': np.float64(0.7595959595959596), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.8393939393939394), 'mask_scale': 1}",91
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(7.727272727272727), 'sift_sigma': np.float64(0.5252525252525253), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.6393939393939394), 'mask_scale': 1}",90
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0301010101010101), 'sift_edgeThreshold': np.float64(7.222222222222222), 'sift_sigma': np.float64(0.496969696969697), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.8878787878787879), 'mask_scale': 1}",89
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05191919191919192), 'sift_edgeThreshold': np.float64(8.131313131313131), 'sift_sigma': np.float64(0.41212121212121217), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.6666666666666666), 'mask_scale': 1}",104
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.047474747474747475), 'sift_edgeThreshold': np.float64(7.727272727272727), 'sift_sigma': np.float64(0.5171717171717172), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8727272727272728), 'mask_scale': 1}",93
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05555555555555555), 'sift_edgeThreshold': np.float64(7.222222222222222), 'sift_sigma': np.float64(0.7757575757575758), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.6), 'mask_scale': 1}",102
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.030505050505050504), 'sift_edgeThreshold': np.float64(12.777777777777779), 'sift_sigma': np.float64(0.501010101010101), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.6393939393939394), 'mask_scale': 1}",101
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.021212121212121213), 'sift_edgeThreshold': np.float64(13.383838383838384), 'sift_sigma': np.float64(0.5454545454545454), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.8393939393939394), 'mask_scale': 1}",100
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03939393939393939), 'sift_edgeThreshold': np.float64(12.070707070707071), 'sift_sigma': np.float64(0.7595959595959596), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.6151515151515151), 'mask_scale': 1}",83
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.028484848484848484), 'sift_edgeThreshold': np.float64(10.05050505050505), 'sift_sigma': np.float64(0.5333333333333333), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.893939393939394), 'mask_scale': 1}",82
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.049898989898989894), 'sift_edgeThreshold': np.float64(11.363636363636363), 'sift_sigma': np.float64(0.5535353535353535), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.7151515151515151), 'mask_scale': 1}",81
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.04262626262626262), 'sift_edgeThreshold': np.float64(8.434343434343434), 'sift_sigma': np.float64(0.7515151515151515), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.6484848484848484), 'mask_scale': 1}",96
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.057171717171717165), 'sift_edgeThreshold': np.float64(8.737373737373737), 'sift_sigma': np.float64(0.7878787878787878), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.7333333333333334), 'mask_scale': 1}",95
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05878787878787878), 'sift_edgeThreshold': np.float64(11.666666666666668), 'sift_sigma': np.float64(0.5494949494949495), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.9), 'mask_scale': 1}",94
75,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05191919191919192), 'sift_edgeThreshold': np.float64(8.737373737373737), 'sift_sigma': np.float64(0.694949494949495), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.8242424242424242), 'mask_scale': 1}",103
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.048282828282828275), 'sift_edgeThreshold': np.float64(9.545454545454545), 'sift_sigma': np.float64(0.41212121212121217), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.8484848484848485), 'mask_scale': 1}",20
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.045858585858585856), 'sift_edgeThreshold': np.float64(10.05050505050505), 'sift_sigma': np.float64(0.5777777777777778), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.8151515151515152), 'mask_scale': 1}",28
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.048282828282828275), 'sift_edgeThreshold': np.float64(12.474747474747474), 'sift_sigma': np.float64(0.7636363636363637), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.7787878787878788), 'mask_scale': 1}",21
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.048282828282828275), 'sift_edgeThreshold': np.float64(10.454545454545453), 'sift_sigma': np.float64(0.6222222222222222), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.793939393939394), 'mask_scale': 1}",22
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.030505050505050504), 'sift_edgeThreshold': np.float64(9.242424242424242), 'sift_sigma': np.float64(0.4767676767676768), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",26
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03212121212121212), 'sift_edgeThreshold': np.float64(6.414141414141414), 'sift_sigma': np.float64(0.5292929292929294), 'min_match_count': 54, 'good_matches_threshold': np.float64(0.8), 'mask_scale': 1}",41
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.029292929292929294), 'sift_edgeThreshold': np.float64(6.818181818181818), 'sift_sigma': np.float64(0.41212121212121217), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.8636363636363636), 'mask_scale': 1}",27
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05272727272727272), 'sift_edgeThreshold': np.float64(14.191919191919192), 'sift_sigma': np.float64(0.5737373737373738), 'min_match_count': 42, 'good_matches_threshold': np.float64(0.803030303030303), 'mask_scale': 1}",36
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04262626262626262), 'sift_edgeThreshold': np.float64(5.707070707070707), 'sift_sigma': np.float64(0.4), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.8545454545454545), 'mask_scale': 1}",286
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.020404040404040404), 'sift_edgeThreshold': np.float64(8.434343434343434), 'sift_sigma': np.float64(0.795959595959596), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.7636363636363637), 'mask_scale': 1}",254
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.026060606060606062), 'sift_edgeThreshold': np.float64(7.929292929292929), 'sift_sigma': np.float64(0.6545454545454545), 'min_match_count': 59, 'good_matches_threshold': np.float64(0.7666666666666666), 'mask_scale': 1}",243
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.047474747474747475), 'sift_edgeThreshold': np.float64(7.727272727272727), 'sift_sigma': np.float64(0.5131313131313131), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.7757575757575758), 'mask_scale': 1}",358
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03333333333333333), 'sift_edgeThreshold': np.float64(13.080808080808081), 'sift_sigma': np.float64(0.49292929292929294), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.7606060606060606), 'mask_scale': 1}",359
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.06), 'sift_edgeThreshold': np.float64(13.88888888888889), 'sift_sigma': np.float64(0.6464646464646465), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.7757575757575758), 'mask_scale': 1}",355
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.040606060606060604), 'sift_edgeThreshold': np.float64(12.575757575757574), 'sift_sigma': np.float64(0.7757575757575758), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.7696969696969698), 'mask_scale': 1}",352
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05272727272727272), 'sift_edgeThreshold': np.float64(8.131313131313131), 'sift_sigma': np.float64(0.41212121212121217), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.8333333333333334), 'mask_scale': 1}",351
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05232323232323231), 'sift_edgeThreshold': np.float64(6.313131313131313), 'sift_sigma': np.float64(0.795959595959596), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.7787878787878788), 'mask_scale': 1}",348
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0507070707070707), 'sift_edgeThreshold': np.float64(12.777777777777779), 'sift_sigma': np.float64(0.46060606060606063), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.8242424242424242), 'mask_scale': 1}",2
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05757575757575757), 'sift_edgeThreshold': np.float64(11.262626262626263), 'sift_sigma': np.float64(0.6383838383838384), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.7696969696969698), 'mask_scale': 1}",138
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.049494949494949494), 'sift_edgeThreshold': np.float64(10.454545454545453), 'sift_sigma': np.float64(0.48888888888888893), 'min_match_count': 55, 'good_matches_threshold': np.float64(0.7909090909090909), 'mask_scale': 1}",139
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04707070707070707), 'sift_edgeThreshold': np.float64(8.131313131313131), 'sift_sigma': np.float64(0.46060606060606063), 'min_match_count': 44, 'good_matches_threshold': np.float64(0.7787878787878788), 'mask_scale': 1}",88
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05676767676767676), 'sift_edgeThreshold': np.float64(6.616161616161616), 'sift_sigma': np.float64(0.5333333333333333), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.8121212121212121), 'mask_scale': 1}",106
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.040606060606060604), 'sift_edgeThreshold': np.float64(9.141414141414142), 'sift_sigma': np.float64(0.6909090909090909), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.8242424242424242), 'mask_scale': 1}",52
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03696969696969697), 'sift_edgeThreshold': np.float64(6.414141414141414), 'sift_sigma': np.float64(0.7676767676767677), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.7787878787878788), 'mask_scale': 1}",53
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.04707070707070707), 'sift_edgeThreshold': np.float64(9.94949494949495), 'sift_sigma': np.float64(0.4080808080808081), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8363636363636364), 'mask_scale': 1}",59
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.034545454545454546), 'sift_edgeThreshold': np.float64(12.373737373737374), 'sift_sigma': np.float64(0.6787878787878788), 'min_match_count': 47, 'good_matches_threshold': np.float64(0.7393939393939394), 'mask_scale': 1}",314
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02484848484848485), 'sift_edgeThreshold': np.float64(11.969696969696969), 'sift_sigma': np.float64(0.6707070707070708), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.7424242424242424), 'mask_scale': 1}",258
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.06), 'sift_edgeThreshold': np.float64(7.222222222222222), 'sift_sigma': np.float64(0.5171717171717172), 'min_match_count': 51, 'good_matches_threshold': np.float64(0.8121212121212121), 'mask_scale': 1}",271
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.05111111111111111), 'sift_edgeThreshold': np.float64(13.787878787878787), 'sift_sigma': np.float64(0.5777777777777778), 'min_match_count': 52, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",274
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.047878787878787875), 'sift_edgeThreshold': np.float64(10.656565656565657), 'sift_sigma': np.float64(0.46464646464646464), 'min_match_count': 43, 'good_matches_threshold': np.float64(0.7636363636363637), 'mask_scale': 1}",301
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.02282828282828283), 'sift_edgeThreshold': np.float64(13.98989898989899), 'sift_sigma': np.float64(0.7070707070707071), 'min_match_count': 46, 'good_matches_threshold': np.float64(0.7272727272727273), 'mask_scale': 1}",292
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.05757575757575757), 'sift_edgeThreshold': np.float64(14.797979797979798), 'sift_sigma': np.float64(0.4767676767676768), 'min_match_count': 49, 'good_matches_threshold': np.float64(0.8), 'mask_scale': 1}",209
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0301010101010101), 'sift_edgeThreshold': np.float64(13.88888888888889), 'sift_sigma': np.float64(0.8), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.7606060606060606), 'mask_scale': 1}",216
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.026868686868686868), 'sift_edgeThreshold': np.float64(9.444444444444445), 'sift_sigma': np.float64(0.593939393939394), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.7575757575757576), 'mask_scale': 1}",205
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.0503030303030303), 'sift_edgeThreshold': np.float64(5.505050505050505), 'sift_sigma': np.float64(0.5131313131313131), 'min_match_count': 53, 'good_matches_threshold': np.float64(0.8121212121212121), 'mask_scale': 1}",220
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.021616161616161617), 'sift_edgeThreshold': np.float64(12.373737373737374), 'sift_sigma': np.float64(0.7717171717171718), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.7484848484848485), 'mask_scale': 1}",229
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.0507070707070707), 'sift_edgeThreshold': np.float64(9.747474747474747), 'sift_sigma': np.float64(0.7111111111111111), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",235
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.034545454545454546), 'sift_edgeThreshold': np.float64(13.787878787878787), 'sift_sigma': np.float64(0.7474747474747475), 'min_match_count': 58, 'good_matches_threshold': np.float64(0.7666666666666666), 'mask_scale': 1}",185
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02404040404040404), 'sift_edgeThreshold': np.float64(11.767676767676768), 'sift_sigma': np.float64(0.7555555555555555), 'min_match_count': 56, 'good_matches_threshold': np.float64(0.7393939393939394), 'mask_scale': 1}",191
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.034545454545454546), 'sift_edgeThreshold': np.float64(10.858585858585858), 'sift_sigma': np.float64(0.4565656565656566), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.7848484848484849), 'mask_scale': 1}",194
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.031313131313131314), 'sift_edgeThreshold': np.float64(5.202020202020202), 'sift_sigma': np.float64(0.5656565656565657), 'min_match_count': 41, 'good_matches_threshold': np.float64(0.7515151515151515), 'mask_scale': 1}",203
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.06), 'sift_edgeThreshold': np.float64(6.313131313131313), 'sift_sigma': np.float64(0.7555555555555555), 'min_match_count': 48, 'good_matches_threshold': np.float64(0.8181818181818181), 'mask_scale': 1}",158
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.02404040404040404), 'sift_edgeThreshold': np.float64(8.535353535353536), 'sift_sigma': np.float64(0.48888888888888893), 'min_match_count': 40, 'good_matches_threshold': np.float64(0.7606060606060606), 'mask_scale': 1}",207
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.034949494949494946), 'sift_edgeThreshold': np.float64(7.020202020202021), 'sift_sigma': np.float64(0.7636363636363637), 'min_match_count': 57, 'good_matches_threshold': np.float64(0.7818181818181819), 'mask_scale': 1}",146
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 3, 'sift_contrastThreshold': np.float64(0.03777777777777777), 'sift_edgeThreshold': np.float64(12.171717171717171), 'sift_sigma': np.float64(0.7434343434343434), 'min_match_count': 45, 'good_matches_threshold': np.float64(0.7575757575757576), 'mask_scale': 1}",147
50,"{'sift_nfeatures': 0, 'sift_nOctaveLayers': 4, 'sift_contrastThreshold': np.float64(0.051515151515151514), 'sift_edgeThreshold': np.float64(11.464646464646464), 'sift_sigma': np.float64(0.6181818181818182), 'min_match_count': 50, 'good_matches_threshold': np.float64(0.7666666666666666), 'mask_scale': 1}",127
